번호,지자체 유형,광역,기초,자치법규명,제개정일자,지방의회_기수,최종분야,,
87200,기초지자체_군,전라남도,진도군,진도군 장기요양요원 등 처우개선 및 지위향상에 관한 조례,2023-11-01,지방의회 9기,복지,,
87201,기초지자체_군,전라남도,진도군,진도군 고독사 예방 및 사회적 고립가구 지원에 관한 조례,2023-11-01,지방의회 9기,복지,,
87202,기초지자체_군,전라남도,진도군,진도군 노인요양시설 운영 및 관리 조례,2023-11-01,지방의회 9기,복지,,
87203,기초지자체_군,전라남도,진도군,진도군 돌담ㆍ마을공동우물 보존 및 정비 지원에 관한 조례,2023-11-01,지방의회 9기,문화관광,,
87204,기초지자체_군,전라남도,진도군,진도군 문화예술교육 지원 조례,2023-11-01,지방의회 9기,문화관광,,
87205,기초지자체_군,전라남도,진도군,진도군 공중화장실 등의 불법촬영 예방에 관한 조례,2023-11-01,지방의회 9기,안전,,
87206,기초지자체_군,전라남도,진도군,진도군 농수산물 수출 지원에 관한 조례,2023-11-01,지방의회 9기,농림수산,,
87207,기초지자체_군,전라남도,진도군,진도군의회 의원 윤리강령 및 윤리실천 규범 등에 관한 조례,2023-11-01,지방의회 9기,의회,,
87208,기초지자체_군,전라남도,진도군,진도군 체육 진흥 조례,2023-11-01,지방의회 9기,문화관광,,
87209,기초지자체_군,전라남도,진도군,진도군 나무은행 설치 및 운영 조례,2023-11-01,지방의회 9기,환경,,
87210,기초지자체_군,전라남도,진도군,진도군 마을쉼터 설치ㆍ보수 및 관리 조례,2023-11-01,지방의회 9기,복지,,
87211,기초지자체_시,전라남도,여수시,여수시 농산물안전분석실 운영 조례,2023-10-31,지방의회 9기,농림수산,,
87212,기초지자체_시,전라남도,여수시,여수시의회 인사청문회 조례,2023-10-31,지방의회 9기,의회,,
87213,기초지자체_시,전라남도,여수시,여수시 사유시설피해 재난지원금 지원 조례,2023-10-31,지방의회 9기,안전,,
87214,기초지자체_시,전라남도,여수시,여수시 임업인 등의 육성 지원 조례,2023-10-31,지방의회 9기,농림수산,,
87215,기초지자체_시,전라남도,여수시,여수시 마약류 및 약물 오남용 예방에 관한 조례,2023-10-31,지방의회 9기,보건의료,,
87216,기초지자체_시,전라남도,여수시,여수시 대학생 학자금 대출이자 지원에 관한 조례,2023-10-31,지방의회 9기,교육,,
87217,기초지자체_시,전라남도,여수시,여수시 김치산업 육성 및 진흥 조례,2023-10-31,지방의회 9기,농림수산,,
87218,기초지자체_시,전라남도,여수시,여수시 고독사 예방 및 사회적 고립가구 지원 조례,2023-10-31,지방의회 9기,복지,,
87219,기초지자체_시,전라남도,여수시,여수시 재난 예보ㆍ경보시설 설치 및 운영 조례,2023-10-31,지방의회 9기,안전,,
87220,기초지자체_시,전라남도,여수시,여수시 도시개발사업 특별회계 설치 조례,2023-10-31,지방의회 9기,건설도시,,
87221,기초지자체_시,전라남도,여수시,여수시 횡단보도 보행자 안전을 위한 투광기 설치에 관한 조례,2023-10-31,지방의회 9기,건설도시,,
87222,기초지자체_시,전라남도,여수시,여수시 국가산업단지주변마을 주민이주사업특별회계 설치 조례,2023-10-31,지방의회 9기,건설도시,,
87223,기초지자체_시,전라남도,나주시,나주시 4차산업혁명 촉진에 관한 조례,2023-10-31,지방의회 9기,경제산업,,
87224,기초지자체_시,전라남도,나주시,나주시 지방공무원 직무발명보상 조례,2023-10-31,지방의회 9기,행정일반,,
87225,기초지자체_시,전라남도,나주시,나주시 공공시설 개방 및 이용에 관한 조례,2023-10-31,지방의회 9기,행정일반,,
87226,기초지자체_시,전라남도,나주시,나주시 시민영양관리 조례,2023-10-31,지방의회 9기,보건의료,,
87227,기초지자체_시,전라남도,나주시,나주시 산림인접지역 등 소각금지에 관한 조례,2023-10-31,지방의회 9기,농림수산,,
87228,기초지자체_시,전라남도,나주시,나주시 보호수 및 노거수의 지정ㆍ관리에 관한 조례,2023-10-31,지방의회 9기,환경,,
87229,기초지자체_시,전라남도,나주시,나주시 스마트농업 육성 조례,2023-10-31,지방의회 9기,농림수산,,
87230,기초지자체_시,전라남도,나주시,나주시 물의 재이용 촉진 및 지원에 관한 조례,2023-10-31,지방의회 9기,환경,,
87231,기초지자체_시,전라남도,나주시,나주시 국민임대산업단지 조성사업 특별회계 설치 및 운영 조례,2023-10-31,지방의회 9기,경제산업,,
87232,기초지자체_시,전라남도,나주시,나주시 폭염 피해 예방 및 지원에 관한 조례,2023-10-31,지방의회 9기,안전,,
87233,기초지자체_시,전라남도,나주시,나주시 농공지구조성 및 관리사업자금 특별회계설치 운영 조례,2023-10-31,지방의회 9기,경제산업,,
87234,기초지자체_시,전라남도,나주시,나주시 산업ㆍ농공단지 공공폐수처리시설 운영 및 비용부담 조례,2023-10-31,지방의회 9기,환경,,
87235,기초지자체_시,전라남도,나주시,나주시 장애인 전동보장구 보험 가입 및 지원 조례,2023-10-31,지방의회 9기,복지,,
87236,기초지자체_시,전라남도,나주시,나주시 노인일자리 및 사회활동 지원사업 운영에 관한 조례,2023-10-31,지방의회 9기,복지,,
87237,기초지자체_시,전라남도,나주시,나주시 반려동물 테마파크 설치 및 운영관리 조례,2023-10-31,지방의회 9기,복지,,
87238,기초지자체_군,전라남도,보성군,보성군 명예군민 조례,2023-10-31,지방의회 9기,행정일반,,
87239,기초지자체_군,전라남도,보성군,보성군 무연고 사망자 등에 대한 장례지원 조례,2023-10-31,지방의회 9기,복지,,
87240,기초지자체_군,전라남도,보성군,보성군 화장장려금 지원 조례,2023-10-31,지방의회 9기,복지,,
87241,기초지자체_군,전라남도,보성군,보성군 치매관리 및 지원에 관한 조례,2023-10-31,지방의회 9기,보건의료,,
87242,기초지자체_군,전라남도,보성군,보성군 회계관계공무원 재정보증 조례,2023-10-31,지방의회 9기,행정일반,,
87243,기초지자체_군,전라남도,보성군,보성군 이장의 임무와 실비변상에 관한 조례,2023-10-31,지방의회 9기,행정일반,,
87244,기초지자체_군,전라남도,보성군,보성군 대학생 학자금 대출이자 지원에 관한 조례,2023-10-31,지방의회 9기,교육,,
87245,기초지자체_군,전라남도,보성군,보성군 물품관리 조례,2023-10-31,지방의회 9기,행정일반,,
87246,기초지자체_군,전라남도,장성군,장성군 담배소매인 지정 사실조사에 관한 조례,2023-10-31,지방의회 9기,경제산업,,
87247,기초지자체_군,전라남도,장성군,장성군 건축진흥 특별회계 설치 및 운영 조례,2023-10-31,지방의회 9기,건설도시,,
87248,기초지자체_군,전라남도,장성군,장성군 의료급여기금 특별회계 설치 및 운용 조례,2023-10-31,지방의회 9기,보건의료,,
87249,기초지자체_군,전라남도,장성군,장성군 공공실버주택 특별회계 설치 조례,2023-10-31,지방의회 9기,건설도시,,
87250,기초지자체_군,전라남도,장성군,장성군 노인복지관 설치 및 운영 조례,2023-10-31,지방의회 9기,복지,,
87251,기초지자체_군,전라남도,장성군,장성군 보도구역 내 횡단차도 설치에 관한 조례,2023-10-31,지방의회 9기,건설도시,,
87252,기초지자체_군,전라남도,장성군,장성군 부실공사 방지 조례,2023-10-31,지방의회 9기,건설도시,,
87253,기초지자체_군,전라남도,장성군,장성군 경관 조례,2023-10-31,지방의회 9기,건설도시,,
87254,기초지자체_군,전라남도,장성군,장성군 드림빌 특별회계 설치 조례,2023-10-31,지방의회 9기,건설도시,,
87255,기초지자체_군,전라남도,장성군,장성군 주차장 특별회계 설치 조례,2023-10-31,지방의회 9기,건설도시,,
87256,기초지자체_군,전라남도,장성군,장성군 지역보건법 위반에 대한 과태료 부과ㆍ징수 조례,2023-10-31,지방의회 9기,보건의료,,
87257,기초지자체_군,전라남도,장성군,장성군 여객자동차 공영터미널 운영ㆍ관리 및 특별회계 설치 조례,2023-10-31,지방의회 9기,건설도시,,
87258,기초지자체_군,전라남도,장성군,장성군 농어민소득지원기금 운용 관리 조례,2023-10-31,지방의회 9기,농림수산,,
87259,기초지자체_군,전라남도,장흥군,장흥군 공용차량 자동차보험 자기부담금 지원에 관한 조례,2023-10-26,지방의회 9기,행정일반,,
87260,기초지자체_군,전라남도,장흥군,장흥군의회 소셜네트워크서비스 관리 및 운영에 관한 조례,2023-10-26,지방의회 9기,의회,,
87261,기초지자체_시,전라남도,나주시,나주시 에너지밸리 지원에 관한 조례,2023-10-25,지방의회 9기,환경,,
87262,기초지자체_군,전라남도,신안군,신안군 자율방범대 지원에 관한 조례,2023-10-10,지방의회 9기,안전,,
87263,기초지자체_군,전라남도,신안군,신안군 119나르미선등의 운항지원에 관한 조례,2023-10-10,지방의회 9기,안전,,
87264,기초지자체_군,전라남도,신안군,신안군 안전관리위원회 구성 및 운영 조례,2023-10-10,지방의회 9기,안전,,
87265,기초지자체_군,전라남도,신안군,신안군 범죄예방 도시디자인 조례,2023-10-10,지방의회 9기,건설도시,,
87266,기초지자체_군,전라남도,신안군,신안군 김대중 평화회의 지원 조례,2023-10-10,지방의회 9기,행정일반,,
87267,기초지자체_군,전라남도,신안군,신안군 공영장례 지원 및 장례문화 개선에 관한 조례,2023-10-10,지방의회 9기,복지,,
87268,기초지자체_군,전라남도,신안군,신안군 공무원 여비 조례,2023-10-10,지방의회 9기,행정일반,,
87269,기초지자체_군,전라남도,신안군,신안군 뮤직 그래피티 타운 조성 및 지원 등에 관한 조례,2023-10-10,지방의회 9기,문화관광,,
87270,기초지자체_군,전라남도,신안군,신안군 지방정원의 조성 및 진흥에 관한 조례,2023-10-10,지방의회 9기,환경,,
87271,기초지자체_군,전라남도,신안군,신안군 자동차 운송사업자 차고지 설치의무 면제 조례,2023-10-10,지방의회 9기,건설도시,,
87272,기초지자체_군,전라남도,신안군,신안군 택시운송사업의 발전과 지원에 관한 조례,2023-10-10,지방의회 9기,건설도시,,
87273,기초지자체_군,전라남도,신안군,신안군 절수설비 등의 설치에 관한 조례,2023-10-10,지방의회 9기,환경,,
87274,기초지자체_군,전라남도,신안군,신안군 국내 도시 간 자매결연 등에 관한 조례,2023-10-10,지방의회 9기,행정일반,,
87275,기초지자체_군,전라남도,신안군,신안군 정원수 사회적협동조합 육성 및 증진 등에 관한 조례,2023-10-10,지방의회 9기,환경,,
87276,기초지자체_군,전라남도,신안군,신안군 재난관리기금 운용ㆍ관리 조례,2023-10-10,지방의회 9기,안전,,
87277,기초지자체_군,전라남도,신안군,신안군 주민자치회 시범실시 및 설치ㆍ운영에 관한 조례,2023-10-10,지방의회 9기,행정일반,,
87278,기초지자체_군,전라남도,신안군,신안군 관광유람선 관리 및 운영에 관한 조례,2023-10-10,지방의회 9기,문화관광,,
87279,기초지자체_군,전라남도,신안군,신안군 공중목욕장 설치 운영 조례,2023-10-10,지방의회 9기,복지,,
87280,기초지자체_군,전라남도,신안군,신안군 낙도주민 이ㆍ미용  등 사회서비스 지원 조례,2023-10-10,지방의회 9기,복지,,
87281,기초지자체_군,전라남도,신안군,신안군 저소득 노인 국민건강보험료 지원 조례,2023-10-10,지방의회 9기,복지,,
87282,기초지자체_군,전라남도,신안군,신안군 다함께돌봄센터 설치 및 운영 조례,2023-10-10,지방의회 9기,복지,,
87283,기초지자체_군,전라남도,신안군,신안군 어업인단체 지원에 관한 조례,2023-10-10,지방의회 9기,농림수산,,
87284,기초지자체_군,전라남도,신안군,신안군 여객선 운영 및 지원 조례,2023-10-10,지방의회 9기,건설도시,,
87285,기초지자체_군,전라남도,신안군,신안군 공영버스사업 운영 조례,2023-10-10,지방의회 9기,건설도시,,
87286,기초지자체_군,전라남도,신안군,신안군 병역명문가 예우 및 지원에 관한 조례,2023-10-10,지방의회 9기,복지,,
87287,기초지자체_군,전라남도,신안군,신안군 자전거 이용 활성화에 관한 조례,2023-10-10,지방의회 9기,건설도시,,
